Description,UnitsSold,Revenue,Orders,Customers,UnitsPerOrder
MAGNETS PACK OF 4 VINTAGE LABELS ,1323,689.67,125,72,10.584
MAKE YOUR OWN FLOWERPOWER CARD KIT,934,2420.34,206,115,4.533980582524272
MAKE YOUR OWN MONSOON CARD KIT,870,2091.5400000000004,172,123,5.058139534883721
MAKE YOUR OWN PLAYTIME CARD KIT,643,1333.21,101,77,6.366336633663367
MAN FLU METAL SIGN,1162,2494.3300000000004,180,113,6.455555555555556
MARIE ANTOIENETT TRINKET BOX GOLD,1,12.5,1,1,1.0
MARIE ANTOINETTE TRINKET BOX GOLD,318,1242.6,18,15,17.666666666666668
MARIE ANTOINETTE TRINKET BOX SILVER,334,1273.76,30,21,11.133333333333333
MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,7,7.85,2,2,3.5
MEASURING TAPE BABUSHKA BLUE,444,1191.69,78,38,5.6923076923076925
MEASURING TAPE BABUSHKA PINK,746,1831.1100000000001,144,53,5.180555555555555
MEASURING TAPE BABUSHKA RED,290,827.82,41,31,7.073170731707317
MEDINA STAMPED METAL STOOL,35,1351.64,20,6,1.75
MEDIUM CERAMIC TOP STORAGE JAR,78033,81700.92000000001,247,138,315.9230769230769
MEDIUM CHINESE STYLE SCISSOR,662,289.98,24,19,27.583333333333332
MEDIUM MEDINA STAMPED METAL BOWL ,310,948.7000000000002,58,39,5.344827586206897
MEDIUM PARLOUR FRAME ,22,84.1,2,2,11.0
MEDIUM PARLOUR PICTURE FRAME ,136,550.0,34,31,4.0
MEDIUM PINK BUDDHA HEAD ,55,185.45000000000002,21,13,2.619047619047619
MEDIUM WHITE/PINK ROSE ART FLOWER,127,174.31,11,11,11.545454545454545
MEMO BOARD COTTAGE DESIGN,1461,7104.22,311,186,4.697749196141479
MEMO BOARD RETROSPOT  DESIGN,2960,14193.35,459,230,6.44880174291939
METAL 4 HOOK HANGER FRENCH CHATEAU,2446,7773.7,493,210,4.9614604462474645
METAL BASE FOR CANDLES,11,4.62,2,2,5.5
METAL DECORATION NAUGHTY CHILDREN ,1601,1604.99,136,69,11.772058823529411
METAL HERB GERDEN CONTAINER,24,139.68,5,5,4.8
METAL MERRY CHRISTMAS WREATH,639,1222.07,90,61,7.1
METAL RABBIT LADDER EASTER ,74,62.9,16,14,4.625
METAL SIGN CUPCAKE SINGLE HOOK,697,535.49,111,43,6.2792792792792795
METAL SIGN DROP YOUR PANTS,1277,3450.21,206,126,6.199029126213592
METAL SIGN EMPIRE TEA,1549,2020.91,228,152,6.793859649122807
METAL SIGN HER DINNER IS SERVED ,1320,3896.4500000000003,95,58,13.894736842105264
METAL SIGN HIS DINNER IS SERVED,575,620.42,148,65,3.885135135135135
METAL SIGN NEIGHBOURHOOD WITCH ,914,1938.15,147,73,6.217687074829932
METAL SIGN TAKE IT OR LEAVE IT ,3777,11104.79,412,228,9.16747572815534
"METAL SIGN,CUPCAKE SINGLE HOOK",1204,1064.55,145,50,8.303448275862069
METAL TUBE CHIME ON BAMBOO,490,529.21,15,13,32.666666666666664
METALIC LEAVES BAG CHARMS,84,207.60999999999999,36,3,2.3333333333333335
MIDNIGHT BLUE COPPER FLOWER NECKLAC,11,67.83,7,2,1.5714285714285714
MIDNIGHT BLUE CRYSTAL DROP EARRINGS,6,17.509999999999998,6,1,1.0
MIDNIGHT BLUE DROP CRYSTAL NECKLACE,11,53.760000000000005,5,2,2.2
MIDNIGHT BLUE GLASS/SILVER BRACELET,18,167.3,15,5,1.2
MIDNIGHT BLUE PAIR HEART HAIR SLIDE,32,119.84,24,5,1.3333333333333333
MIDNIGHT BLUE VINTAGE EARRINGS,52,195.32,32,3,1.625
MIDNIGHT GLAMOUR SCARF KNITTING KIT,324,501.44,85,40,3.8117647058823527
MILK BOTTLE WITH GLASS STOPPER ,30,223.46,17,11,1.7647058823529411
MILK MAIDS MUG ,219,393.59,33,23,6.636363636363637
MILK PAN BLUE POLKADOT,197,669.54,79,23,2.4936708860759493
MILK PAN PINK POLKADOT,64,319.35,37,16,1.7297297297297298
MILK PAN RED RETROSPOT,403,1483.13,145,75,2.779310344827586
MINI  ZINC GARDEN DECORATIONS ,841,334.03,33,23,25.484848484848484
MINI CAKE STAND  HANGING STRAWBERY,1377,2086.49,220,102,6.259090909090909
MINI CAKE STAND T-LIGHT HOLDER,1872,931.02,142,45,13.183098591549296
MINI CAKE STAND WITH HANGING CAKES,1361,1986.24,183,93,7.437158469945355
MINI FUNKY DESIGN TAPES,1296,994.84,91,49,14.241758241758241
MINI HIGHLIGHTER PENS,840,100.79999999999998,4,4,210.0
MINI JIGSAW BAKE A CAKE ,1455,531.64,55,32,26.454545454545453
MINI JIGSAW BUNNIES,1143,436.09,75,40,15.24
MINI JIGSAW CIRCUS PARADE ,2519,960.86,91,50,27.681318681318682
MINI JIGSAW DINOSAUR ,809,338.23,101,41,8.009900990099009
MINI JIGSAW DOLLY GIRL,2921,1130.58,136,74,21.477941176470587
MINI JIGSAW GO TO THE FAIR,403,164.84,40,25,10.075
MINI JIGSAW LEAP FROG,504,202.37,35,19,14.4
MINI JIGSAW PURDEY,2104,800.4,86,50,24.46511627906977
MINI JIGSAW SPACEBOY,4521,1716.1799999999998,175,101,25.834285714285713
MINI LADLE LOVE HEART PINK,529,297.82,166,20,3.1867469879518073
MINI LADLE LOVE HEART RED ,866,401.59999999999997,153,28,5.660130718954249
MINI LIGHTS WOODLAND MUSHROOMS,1800,6726.64,215,143,8.372093023255815
MINI PAINT SET VINTAGE ,26633,16937.82,380,213,70.08684210526316
MINI PAINTED GARDEN DECORATION ,2476,761.4,79,60,31.341772151898734
MINI PLAYING CARDS BUFFALO BILL ,2884,1156.51,119,91,24.235294117647058
MINI PLAYING CARDS DOLLY GIRL ,2631,1165.13,120,95,21.925
MINI PLAYING CARDS FUN FAIR ,1065,452.72,65,51,16.384615384615383
MINI PLAYING CARDS GYMKHANA,2522,1119.22,120,90,21.016666666666666
MINI PLAYING CARDS SPACEBOY ,2747,1139.2,146,114,18.815068493150687
MINI WOODEN HAPPY BIRTHDAY GARLAND,1815,3138.0,224,88,8.102678571428571
MINIATURE ANTIQUE ROSE HOOK IVORY,2096,1779.6599999999999,243,142,8.62551440329218
MINITURE ANTIQUE ROSE HOOK IVORY,48,40.8,4,4,12.0
MINT DINER CLOCK,2,17.0,1,1,2.0
MINT DINER WALL CLOCK,373,3176.41,162,104,2.302469135802469
MINT GREEN ROSE TOWEL,196,754.07,86,19,2.2790697674418605
MINT KITCHEN SCALES,855,7547.39,357,193,2.3949579831932772
MIRROR CORNICE,94,1515.68,62,44,1.5161290322580645
MIRROR LOVE BIRD T-LIGHT HOLDER,144,255.0,12,7,12.0
MIRROR MOSAIC CANDLE PLATE,288,343.71,59,9,4.88135593220339
MIRROR MOSAIC GOBLET CANDLE HOLDER,574,847.82,33,9,17.393939393939394
MIRROR MOSAIC HURRICANE LAMP ,349,898.38,47,9,7.425531914893617
MIRROR MOSAIC T-LIGHT HOLDER ,1622,831.84,31,13,52.32258064516129
MIRROR MOSAIC T-LIGHT HOLDER ROUND,1260,928.04,26,12,48.46153846153846
MIRROR MOSAIC VOTIVE HOLDER,1438,2053.17,69,21,20.840579710144926
MIRRORED DISCO BALL ,651,3446.9500000000003,134,77,4.858208955223881
MIRRORED DOVE WALL DECORATION,116,276.72,24,14,4.833333333333333
MIRRORED WALL ART FOXY,16,100.66000000000001,9,7,1.7777777777777777
MIRRORED WALL ART GENTS,171,199.48999999999998,43,29,3.9767441860465116
MIRRORED WALL ART LADIES,164,144.03,33,25,4.96969696969697
MIRRORED WALL ART PHOTO FRAMES,89,470.16999999999996,46,9,1.934782608695652
MIRRORED WALL ART POPPIES,287,319.71,38,27,7.552631578947368
MIRRORED WALL ART SKULLS,304,463.79,46,37,6.608695652173913
MIRRORED WALL ART SNOWFLAKES,512,389.04,47,41,10.893617021276595
MIRRORED WALL ART SPLODGES,101,161.49,16,12,6.3125
MIRRORED WALL ART STARS,363,447.09000000000003,52,35,6.980769230769231
MIRRORED WALL ART TABLE LAMP,75,107.75,33,18,2.272727272727273
MISELTOE HEART WREATH ,80,312.8,5,5,16.0
MISELTOE HEART WREATH CREAM,240,996.0000000000001,1,1,240.0
MISELTOE HEART WREATH WHITE,78,304.5,4,4,19.5
MISTLETOE HEART WREATH CREAM,625,2539.63,110,86,5.681818181818182
MISTLETOE HEART WREATH GREEN,882,3676.1800000000003,179,135,4.927374301675978
MIXED NUTS LIGHT GREEN BOWL,568,296.45,68,21,8.352941176470589
MOBILE VINTAGE HEARTS ,250,1151.3,93,49,2.6881720430107525
MOCK LOBSTER FRIDGE MAGNET,296,164.17,45,22,6.5777777777777775
MODERN FLORAL STATIONERY SET,1679,2880.45,366,127,4.587431693989071
MODERN VINTAGE COTTON SHOPPING BAG,22,29.7,8,8,2.75
MONEY BOX BISCUITS DESIGN,228,299.72,57,36,4.0
MONEY BOX CONFECTIONERY DESIGN,146,163.69,29,20,5.0344827586206895
MONEY BOX FIRST ADE DESIGN,51,63.75,13,11,3.923076923076923
MONEY BOX FIRST AID DESIGN,44,36.78,11,9,4.0
MONEY BOX HOUSEKEEPING DESIGN,237,247.42000000000002,58,34,4.086206896551724
MONEY BOX KINGS CHOICE DESIGN,346,403.46,84,49,4.119047619047619
MONEY BOX POCKET MONEY DESIGN,374,417.86,70,46,5.3428571428571425
MONSTERS STENCIL CRAFT,1421,1773.3700000000001,211,149,6.734597156398104
MONTANA DIAMOND CLUSTER EARRINGS,9,24.119999999999997,4,1,2.25
MONTANA DIAMOND CLUSTER NECKLACE,4,37.66,3,0,1.3333333333333333
MOODY BOY  DOOR HANGER ,1127,602.18,124,73,9.088709677419354
MOODY GIRL DOOR HANGER ,1474,783.8199999999999,170,103,8.670588235294117
MOP PENDANT SHELL NECKLACE,10,49.64,4,3,2.5
MORE BUTTER METAL SIGN ,761,823.71,160,84,4.75625
MOROCCAN BEATEN METAL DISH,15,160.09,6,5,2.5
MOROCCAN BEATEN METAL DISH LARGE,12,165.74,8,7,1.5
MOROCCAN BEATEN METAL MIRROR,19,268.1,13,8,1.4615384615384615
MOROCCAN TEA GLASS,4186,3377.74,125,69,33.488
MOTHER'S KITCHEN SPOON REST ,226,967.17,84,45,2.6904761904761907
MOTORING TISSUE BOX,1835,824.08,160,114,11.46875
MOUSE TOY WITH PINK T-SHIRT,390,1486.18,165,91,2.3636363636363638
MOUSEY LONG LEGS SOFT TOY,97,266.03,41,11,2.3658536585365852
MR ROBOT SOFT TOY,216,697.7,44,38,4.909090909090909
MRS ROBOT SOFT TOY,143,428.85,28,27,5.107142857142857
"MUG , DOTCOMGIFTSHOP.COM ",5,4.17,5,0,1.0
MULTI COLOUR SILVER T-LIGHT HOLDER,10557,8754.63,347,208,30.423631123919307
MULTI HEARTS  STICKERS,237,204.69,42,29,5.642857142857143
MULTICOLOUR  CONFETTI IN TUBE,284,382.9599999999999,27,13,10.518518518518519
MULTICOLOUR 3D BALLS GARLAND,253,677.1899999999999,68,43,3.7205882352941178
MULTICOLOUR EASTER RABBIT ,20,39.0,4,4,5.0
MULTICOLOUR HONEYCOMB FAN,1224,886.24,89,48,13.752808988764045
MULTICOLOUR HONEYCOMB PAPER GARLAND,1119,1531.1399999999999,75,33,14.92
MULTICOLOUR POLKADOT PLATE,29,30.43,3,1,9.666666666666666
MULTICOLOUR RABBIT EGG WARMER,319,292.07,70,23,4.557142857142857
MULTICOLOUR SPRING FLOWER MUG,2544,1695.86,135,59,18.844444444444445
MUM'S KITCHEN CLOCK,122,621.09,49,29,2.489795918367347
MUMMY MOUSE RED GINGHAM RIBBON,1,5.45,1,1,1.0
MURANO STYLE GLASS BRACELET BLACK,18,66.7,11,2,1.6363636363636365
MURANO STYLE GLASS BRACELET GOLD,15,54.42,10,3,1.5
MURANO STYLE GLASS BRACELET RED,14,54.290000000000006,5,2,2.8
MUSICAL ZINC HEART DECORATION ,2764,1179.8799999999999,176,90,15.704545454545455
N0 SINGING METAL SIGN,1225,2639.42,49,30,25.0
NAMASTE SWAGAT INCENSE,2427,643.14,47,30,51.638297872340424
NATURAL HANGING QUILTED HEARTS ,1454,1175.3799999999999,72,63,20.194444444444443
NATURAL SLATE CHALKBOARD LARGE ,1731,9554.470000000001,476,220,3.6365546218487395
NATURAL SLATE HEART CHALKBOARD ,9172,28147.960000000003,1249,587,7.343474779823859
NATURAL SLATE RECTANGLE CHALKBOARD,3196,5575.33,415,211,7.701204819277108
NECKLACE+BRACELET PINK BUTTERFLY,29,73.95,10,9,2.9
NECKLACE+BRACELET SET BLUE BLOSSOM,45,112.21,26,3,1.7307692307692308
NECKLACE+BRACELET SET BLUE HIBISCUS,27,76.38,16,12,1.6875
NECKLACE+BRACELET SET FRUIT SALAD ,14,35.699999999999996,13,12,1.0769230769230769
NECKLACE+BRACELET SET PINK DAISY,1,2.55,1,1,1.0
NEW BAROQUE B'FLY NECKLACE CRYSTAL,5,42.13,4,1,1.25
NEW BAROQUE B'FLY NECKLACE GREEN,4,33.81,3,1,1.3333333333333333
NEW BAROQUE B'FLY NECKLACE MONTANA,2,16.810000000000002,2,0,1.0
NEW BAROQUE B'FLY NECKLACE PINK,2,16.82,2,1,1.0
NEW BAROQUE B'FLY NECKLACE RED,8,67.28,6,2,1.3333333333333333
NEW BAROQUE BLACK BOXES,3,38.25,3,3,1.0
NEW BAROQUE BLACK PHOTO ALBUM,29,152.11,14,8,2.0714285714285716
NEW BAROQUE JEWELLERY BOX ,53,446.89,25,16,2.12
NEW BAROQUE LARGE NECKLACE BLK/WHIT,16,134.16,14,1,1.1428571428571428
NEW BAROQUE SMALL NECKLACE BLACK,5,42.14,4,2,1.25
NEW ENGLAND MUG W GIFT BOX,2,5.1,2,2,1.0
NEWSPAPER STAND,27,316.95000000000005,5,3,5.4
NINJA RABBIT BLACK,187,239.24,58,15,3.2241379310344827
NINJA RABBIT PINK,169,190.29,42,16,4.023809523809524
NO JUNK MAIL METAL SIGN,1942,1315.43,266,122,7.3007518796992485
NO SINGING METAL SIGN,4789,10195.86,496,207,9.65524193548387
NOEL GARLAND PAINTED ZINC ,1411,792.28,128,53,11.0234375
NOEL WOODEN BLOCK LETTERS ,353,2165.65,133,94,2.654135338345865
NOVELTY BISCUITS CAKE STAND 3 TIER,391,3999.5699999999997,165,94,2.3696969696969696
NUMBER TILE COTTAGE GARDEN 0 ,64,146.6,20,10,3.2
NUMBER TILE COTTAGE GARDEN 1,96,246.14,44,18,2.1818181818181817
NUMBER TILE COTTAGE GARDEN 2,94,242.24,39,14,2.41025641025641
NUMBER TILE COTTAGE GARDEN 3 ,67,163.35,25,10,2.68
NUMBER TILE COTTAGE GARDEN 4,72,177.46,30,13,2.4
NUMBER TILE COTTAGE GARDEN 5,60,145.5,26,12,2.3076923076923075
NUMBER TILE COTTAGE GARDEN 6,65,150.81,21,10,3.0952380952380953
NUMBER TILE COTTAGE GARDEN 7,63,149.09,25,14,2.52
NUMBER TILE COTTAGE GARDEN 8,61,138.81,20,11,3.05
NUMBER TILE COTTAGE GARDEN 9,63,138.10999999999999,19,12,3.3157894736842106
NUMBER TILE COTTAGE GARDEN No,75,204.19,33,10,2.272727272727273
NUMBER TILE VINTAGE FONT 0,70,102.46,16,6,4.375
NUMBER TILE VINTAGE FONT 1,99,200.59,32,8,3.09375
NUMBER TILE VINTAGE FONT 2,102,197.56,34,9,3.0
NUMBER TILE VINTAGE FONT 3,108,213.7,42,13,2.5714285714285716
NUMBER TILE VINTAGE FONT 4,100,191.48,32,9,3.125
NUMBER TILE VINTAGE FONT 5,99,194.04999999999998,36,12,2.75
NUMBER TILE VINTAGE FONT 6 ,96,172.78,28,10,3.4285714285714284
NUMBER TILE VINTAGE FONT 7,87,146.43,25,8,3.48
NUMBER TILE VINTAGE FONT 8,78,126.78,23,8,3.391304347826087
NUMBER TILE VINTAGE FONT 9 ,76,124.97999999999999,21,7,3.619047619047619
NUMBER TILE VINTAGE FONT No ,173,272.2,33,6,5.242424242424242
NURSE'S BAG SOFT TOY,70,634.53,29,24,2.413793103448276
"NURSERY A,B,C PAINTED LETTERS",198,932.4,73,57,2.712328767123288
Next Day Carriage,79,1200.0,79,63,1.0
OCEAN SCENT CANDLE IN JEWELLED BOX,1028,1993.48,82,54,12.536585365853659
OCEAN SCENT CANDLE JEWELLED DRAWER,1,8.47,1,0,1.0
OCEAN STRIPE HAMMOCK ,2,15.9,1,1,2.0
OFFICE MUG WARMER BLACK+SILVER ,1137,3418.51,142,61,8.007042253521126
OFFICE MUG WARMER CHOC+BLUE,571,1762.0700000000002,133,58,4.293233082706767
OFFICE MUG WARMER PINK,565,1564.8300000000002,65,41,8.692307692307692
OFFICE MUG WARMER POLKADOT,649,1962.2900000000002,131,61,4.9541984732824424
OLD DOC RUSSEL METAL SIGN,14,29.400000000000002,3,3,4.666666666666667
OLD ROSE COMBO BEAD NECKLACE,54,157.5,45,0,1.2
OOH LA LA DOGS COLLAR,1,15.79,1,0,1.0
OPEN CLOSED METAL SIGN,1641,7938.780000000001,388,263,4.229381443298969
OPIUM SCENTED VOTIVE CANDLE,840,203.27999999999997,18,14,46.666666666666664
OPULENT VELVET SET/3 CANDLES,2,8.42,1,0,2.0
ORANGE FELT VASE + FLOWERS,1,1.25,1,1,1.0
ORANGE FLOWER MUG ,10,9.06,2,1,5.0
ORANGE PENDANT TRIPLE SHELL NECKLAC,5,24.75,2,1,2.5
ORANGE SCENTED SET/9 T-LIGHTS,600,511.04999999999995,87,49,6.896551724137931
ORANGE TV TRAY TABLE ,504,1165.9099999999999,43,17,11.720930232558139
ORANGE VOTIVE CANDLE,1032,257.03999999999996,25,20,41.28
ORANGE/FUSCHIA STONES NECKLACE,1,4.98,1,0,1.0
ORANGE/WHT/FUSCHIA STONES NECKLACE,8,39.660000000000004,2,1,4.0
ORGANISER WOOD ANTIQUE WHITE ,143,1205.3,76,69,1.881578947368421
ORIENTAL RED CUSHION COVER ,13,60.45,4,3,3.25
ORIGAMI JASMINE INCENSE/CANDLE SET,525,595.85,85,33,6.176470588235294
ORIGAMI LAVENDER INCENSE/CANDL SET ,421,484.34999999999997,85,37,4.952941176470588
ORIGAMI OPIUM INCENSE/CANDLE SET ,68,74.64,10,3,6.8
ORIGAMI ROSE INCENSE IN TUBE,535,267.82,13,10,41.15384615384615
ORIGAMI ROSE INCENSE/CANDLE SET ,463,550.64,97,35,4.77319587628866
ORIGAMI SANDLEWOOD INCENSE+FLOWER,81,66.36000000000001,7,6,11.571428571428571
ORIGAMI SANDLEWOOD INCENSE/CAND SET,448,530.6,94,33,4.76595744680851
ORIGAMI VANILLA INCENSE CONES,155,71.19,8,7,19.375
ORIGAMI VANILLA INCENSE/CANDLE SET ,323,375.93,65,21,4.969230769230769
OVAL  MINI PORTRAIT FRAME,324,631.5799999999999,47,40,6.8936170212765955
OVEN MITT APPLES DESIGN,1352,2016.0,211,135,6.407582938388626
OVERNIGHT BAG VINTAGE ROSE PAISLEY,406,2709.3,178,59,2.2808988764044944
OWL DOORSTOP,695,4051.79,251,81,2.768924302788845
OYSTER TRINKET BOX,54,123.66,19,12,2.8421052631578947
PACK 20 DOLLY PEGS,242,174.5,4,2,60.5
PACK 20 ENGLISH ROSE PAPER NAPKINS,554,508.36999999999995,80,51,6.925
PACK 3 BOXES BIRD PANETTONE ,204,451.84,31,11,6.580645161290323
PACK 3 BOXES BIRD PANNETONE ,2168,4188.94,187,110,11.593582887700535
PACK 3 BOXES CHRISTMAS PANETTONE,76,248.48,24,9,3.1666666666666665
PACK 3 BOXES CHRISTMAS PANNETONE,1650,3361.77,161,92,10.248447204968944
PACK 3 FIRE ENGINE/CAR PATCHES,86,119.65,19,11,4.526315789473684
PACK 3 IRON ON DOG PATCHES,294,355.84,65,26,4.523076923076923
PACK 4 FLOWER/BUTTERFLY PATCHES,1,1.25,1,1,1.0
PACK 6 HEART/ICE-CREAM PATCHES,468,561.87,98,32,4.775510204081633
PACK OF 12 50'S CHRISTMAS TISSUES,4003,1842.42,176,127,22.744318181818183
PACK OF 12 BLUE PAISLEY TISSUES ,2301,777.67,155,98,14.845161290322581
PACK OF 12 CHRISTMAS FUN CARDS,108,289.69,37,13,2.918918918918919
PACK OF 12 CIRCUS PARADE TISSUES ,2075,660.7299999999999,102,61,20.34313725490196
PACK OF 12 COLOURED PENCILS,3959,3193.83,219,162,18.077625570776256
PACK OF 12 DOILEY TISSUES,72,28.08,2,2,36.0
PACK OF 12 DOLLY GIRL TISSUES,1354,593.62,133,69,10.180451127819548
PACK OF 12 HEARTS DESIGN TISSUES ,8803,2737.6299999999997,427,262,20.615925058548008
PACK OF 12 LONDON TISSUES ,26135,7980.92,512,195,51.044921875
PACK OF 12 PAISLEY PARK TISSUES ,1843,841.01,136,88,13.551470588235293
PACK OF 12 PINK PAISLEY TISSUES ,3473,1116.9499999999998,212,123,16.382075471698112
PACK OF 12 PINK POLKADOT TISSUES,4067,1197.73,189,118,21.51851851851852
PACK OF 12 RED APPLE TISSUES,1220,465.36,76,49,16.05263157894737
PACK OF 12 RED RETROSPOT TISSUES ,6687,2121.7599999999998,297,192,22.515151515151516
PACK OF 12 SKULL TISSUES,5275,1583.4099999999999,232,129,22.737068965517242
PACK OF 12 SPACEBOY TISSUES,3034,1024.8999999999999,219,132,13.853881278538813
PACK OF 12 STICKY BUNNIES,998,755.83,167,75,5.976047904191617
PACK OF 12 SUKI TISSUES ,7612,2304.14,359,182,21.2033426183844
PACK OF 12 TRADITIONAL CRAYONS,9721,4072.97,443,232,21.943566591422123
PACK OF 12 VINTAGE CHRISTMAS TISSUE,3051,1389.59,155,104,19.683870967741935
PACK OF 12 VINTAGE DOILY TISSUES,2272,955.42,119,85,19.092436974789916
PACK OF 12 VINTAGE LEAF TISSUES ,1509,567.9499999999999,80,59,18.8625
PACK OF 12 WOODLAND TISSUES ,5482,1655.36,271,143,20.228782287822877
PACK OF 20 NAPKINS PANTRY DESIGN,6587,5681.9,670,357,9.83134328358209
PACK OF 20 NAPKINS RED APPLES,4385,3573.83,375,212,11.693333333333333
PACK OF 20 SKULL PAPER NAPKINS,2412,2235.65,335,130,7.2
PACK OF 20 SPACEBOY NAPKINS,1538,1222.61,145,82,10.606896551724137
PACK OF 6 BIRDY GIFT TAGS,6232,7561.64,395,241,15.777215189873418
PACK OF 6 COCKTAIL PARASOL STRAWS,2506,1002.54,111,81,22.576576576576578
PACK OF 6 HANDBAG GIFT BOXES,574,1572.9499999999998,111,73,5.171171171171171
PACK OF 6 LARGE FRUIT STRAWS ,2283,1402.32,151,97,15.119205298013245
PACK OF 6 PANETTONE GIFT BOXES,233,548.63,18,14,12.944444444444445
PACK OF 6 PANNETONE GIFT BOXES,2100,5405.98,178,117,11.797752808988765
PACK OF 6 SANDCASTLE FLAGS ASSORTED,2524,2173.0499999999997,224,120,11.267857142857142
PACK OF 6 SKULL PAPER CUPS,2113,1346.65,171,106,12.35672514619883
PACK OF 6 SKULL PAPER PLATES,2321,1862.75,193,101,12.025906735751295
PACK OF 6 SMALL FRUIT STRAWS,1716,695.41,100,69,17.16
PACK OF 6 SWEETIE GIFT BOXES,1061,2649.35,102,73,10.401960784313726
PACK OF 60 DINOSAUR CAKE CASES,12340,6117.910000000001,601,287,20.532445923460898
PACK OF 60 MUSHROOM CAKE CASES,5230,2886.9500000000003,393,181,13.307888040712468
PACK OF 60 PINK PAISLEY CAKE CASES,24854,12245.02,869,410,28.600690448791713
PACK OF 60 SPACEBOY CAKE CASES,8426,4566.54,520,270,16.203846153846154
PACK OF 72 RETROSPOT CAKE CASES,36419,21259.100000000002,1320,635,27.590151515151515
PACK OF 72 SKULL CAKE CASES,15176,8418.44,663,295,22.889894419306184
PACK OF SIX LED TEA LIGHTS,1766,5048.72,203,132,8.699507389162562
PACK/12 BLUE FOLKART CARDS,22,64.9,18,16,1.2222222222222223
PACK/12 XMAS FUN CARD,35,103.25000000000001,11,10,3.1818181818181817
PADS TO MATCH ALL CUSHIONS,3,0.003,3,3,1.0
PAINT YOUR OWN CANVAS SET,2463,3989.9399999999996,220,125,11.195454545454545
PAINT YOUR OWN EGGS IN CRATE,164,299.36,5,5,32.8
PAINTED HEART WREATH WITH BELL,12,15.0,1,1,12.0
PAINTED LIGHTBULB RAINBOW DESIGN,153,98.53999999999999,51,5,3.0
PAINTED LIGHTBULB STAR+ MOON,181,103.64999999999999,53,14,3.4150943396226414
PAINTED METAL HEART WITH HOLLY BELL,1373,854.74,97,61,14.154639175257731
PAINTED METAL PEARS ASSORTED,4709,7830.32,370,259,12.727027027027027
PAINTED METAL STAR WITH HOLLY BELLS,1917,1102.81,117,63,16.384615384615383
PAINTED PINK RABBIT ,573,486.01,136,41,4.213235294117647
PAINTED SEA SHELL METAL WINDCHIME,93,85.31,8,8,11.625
PAINTED YELLOW WOODEN DAISY,612,516.79,117,32,5.230769230769231
PAIR BUTTERFLY HAIR CLIPS,32,120.34,17,3,1.8823529411764706
PAIR OF ENAMEL BUTTERFLY HAIRCLIP,29,96.86,18,8,1.6111111111111112
PAIR OF PINK FLOWER CLUSTER SLIDE,53,132.7,37,4,1.4324324324324325
PAIR PADDED HANGERS PINK CHECK,112,376.27000000000004,43,11,2.604651162790698
PAISLEY PARK CARD,376,165.07999999999998,41,23,9.170731707317072
PAISLEY PATTERN  STICKERS,125,111.86,32,16,3.90625
PALE PINK/AMETHYST STONE NECKLACE,3,29.849999999999998,2,2,1.5
PANDA AND BUNNIES STICKER SHEET,408,355.83,81,43,5.037037037037037
PANTRY 3 HOOK ROLLING PIN HANGER,219,876.9,66,47,3.3181818181818183
PANTRY APPLE CORER,472,705.5799999999999,105,58,4.495238095238095
PANTRY CHOPPING BOARD,1154,5868.5,57,39,20.24561403508772
PANTRY HOOK BALLOON WHISK ,213,477.89,47,29,4.531914893617022
PANTRY HOOK SPATULA,162,353.36,33,24,4.909090909090909
PANTRY HOOK TEA STRAINER ,165,353.45,32,26,5.15625
PANTRY KITCHEN THERMOMETER ,112,154.52,31,21,3.6129032258064515
PANTRY MAGNETIC  SHOPPING LIST,3346,5068.4,475,259,7.04421052631579
PANTRY PASTRY BRUSH,1155,1545.02,212,120,5.44811320754717
PANTRY ROLLING PIN,2465,9568.73,238,153,10.357142857142858
PANTRY SCRUBBING BRUSH,2366,3914.9599999999996,291,198,8.130584192439862
PANTRY WASHING UP BRUSH,4097,6401.969999999999,381,225,10.753280839895012
PAPER BUNTING COLOURED LACE,1893,5661.05,238,115,7.953781512605042
PAPER BUNTING PAISLEY PARK,251,684.97,31,28,8.096774193548388
PAPER BUNTING RETROSPOT,7564,22790.960000000003,798,325,9.478696741854636
PAPER BUNTING VINTAGE PAISLEY,1424,4460.38,272,142,5.235294117647059
PAPER BUNTING VINTAGE PARTY,428,1218.48,47,40,9.106382978723405
PAPER BUNTING WHITE LACE,4089,11893.230000000001,326,155,12.542944785276074
PAPER CHAIN KIT 50'S CHRISTMAS ,19355,64952.29,1160,613,16.685344827586206
PAPER CHAIN KIT EMPIRE,5189,15122.970000000001,436,277,11.90137614678899
PAPER CHAIN KIT LONDON,464,1361.0400000000002,94,68,4.9361702127659575
PAPER CHAIN KIT RETROSPOT,4658,14159.54,610,294,7.636065573770492
PAPER CHAIN KIT SKULLS ,548,1566.99,97,62,5.649484536082475
PAPER CHAIN KIT VINTAGE CHRISTMAS,10604,32873.340000000004,820,470,12.93170731707317
"PAPER CRAFT , LITTLE BIRDIE",80995,168469.6,1,1,80995.0
PAPER LANTERN 5 POINT SEQUIN STAR,50,287.5,21,21,2.380952380952381
PAPER LANTERN 5 POINT STAR MOON ,108,456.48,20,17,5.4
PAPER LANTERN 5 POINT STAR MOON 30,10,41.5,5,5,2.0
